Currency	Date	Value
U.A.E. dirham	October 24, 2022	3.672500
U.A.E. dirham	October 24, 2023	3.672500
U.A.E. dirham	October 25, 2022	3.672500
U.A.E. dirham	October 25, 2023	3.672500
U.A.E. dirham	October 26, 2022	3.672500
U.A.E. dirham	October 26, 2023	3.672500
U.A.E. dirham	October 27, 2022	3.672500
U.A.E. dirham	October 27, 2023	NA
U.A.E. dirham	October 28, 2022	NA
U.A.E. dirham	October 30, 2023	3.672500
U.A.E. dirham	October 31, 2022	3.672500
U.A.E. dirham	October 31, 2023	3.672500
U.A.E. dirham	September 01, 2022	3.672500
U.A.E. dirham	September 01, 2023	NA
U.A.E. dirham	September 02, 2022	NA
U.A.E. dirham	September 05, 2023	3.672500
U.A.E. dirham	September 06, 2022	3.672500
U.A.E. dirham	September 06, 2023	3.672500
U.A.E. dirham	September 07, 2022	3.672500
U.A.E. dirham	September 07, 2023	3.672500
U.A.E. dirham	September 08, 2022	3.672500
U.A.E. dirham	September 08, 2023	NA
U.A.E. dirham	September 09, 2022	NA
U.A.E. dirham	September 11, 2023	3.672500
U.A.E. dirham	September 12, 2022	3.672500
U.A.E. dirham	September 12, 2023	3.672500
U.A.E. dirham	September 13, 2022	3.672500
U.A.E. dirham	September 13, 2023	3.672500
U.A.E. dirham	September 14, 2022	3.672500
U.A.E. dirham	September 14, 2023	3.672500
U.A.E. dirham	September 15, 2022	3.672500
U.A.E. dirham	September 15, 2023	NA
U.A.E. dirham	September 16, 2022	NA
U.A.E. dirham	September 18, 2023	3.672500
U.A.E. dirham	September 19, 2022	3.672500
U.A.E. dirham	September 19, 2023	3.672500
U.A.E. dirham	September 20, 2022	3.672500
U.A.E. dirham	September 20, 2023	3.672500
U.A.E. dirham	September 21, 2022	3.672500
U.A.E. dirham	September 21, 2023	3.672500
U.A.E. dirham	September 22, 2022	3.672500
U.A.E. dirham	September 22, 2023	NA
U.A.E. dirham	September 23, 2022	NA
U.A.E. dirham	September 25, 2023	3.672500
U.A.E. dirham	September 26, 2022	3.672500
U.A.E. dirham	September 26, 2023	3.672500
U.A.E. dirham	September 27, 2022	3.672500
U.A.E. dirham	September 27, 2023	3.672500
U.A.E. dirham	September 28, 2022	3.672500
U.A.E. dirham	September 28, 2023	NA
U.A.E. dirham	September 29, 2022	NA
U.A.E. dirham	September 29, 2023	NA
U.A.E. dirham	September 30, 2022	NA
Saudi Arabian riyal	April 01, 2022	NA
Saudi Arabian riyal	April 03, 2023	3.750000
Saudi Arabian riyal	April 04, 2022	3.750000
Saudi Arabian riyal	April 04, 2023	3.750000
Saudi Arabian riyal	April 05, 2022	3.750000
Saudi Arabian riyal	April 05, 2023	3.750000
Saudi Arabian riyal	April 06, 2022	3.750000
Saudi Arabian riyal	April 06, 2023	3.750000
Saudi Arabian riyal	April 07, 2022	3.750000
Saudi Arabian riyal	April 07, 2023	NA
Saudi Arabian riyal	April 08, 2022	NA
Saudi Arabian riyal	April 10, 2023	3.750000
Saudi Arabian riyal	April 11, 2022	3.750000
Saudi Arabian riyal	April 11, 2023	3.750000
Saudi Arabian riyal	April 12, 2022	3.750000
Saudi Arabian riyal	April 12, 2023	3.750000
Saudi Arabian riyal	April 13, 2022	3.750000
Saudi Arabian riyal	April 13, 2023	3.750000
Saudi Arabian riyal	April 14, 2022	3.750000
Saudi Arabian riyal	April 14, 2023	NA
Saudi Arabian riyal	April 15, 2022	NA
Saudi Arabian riyal	April 17, 2023	NA
Saudi Arabian riyal	April 18, 2022	3.750000
Saudi Arabian riyal	April 18, 2023	NA
Saudi Arabian riyal	April 19, 2022	3.750000
Saudi Arabian riyal	April 19, 2023	NA
Saudi Arabian riyal	April 20, 2022	3.750000
Saudi Arabian riyal	April 20, 2023	NA
Saudi Arabian riyal	April 21, 2022	3.750000
Saudi Arabian riyal	April 21, 2023	NA
Saudi Arabian riyal	April 22, 2022	NA
Saudi Arabian riyal	April 24, 2023	NA
Saudi Arabian riyal	April 25, 2022	3.750000
Saudi Arabian riyal	April 25, 2023	NA
Saudi Arabian riyal	April 26, 2022	3.750000
Saudi Arabian riyal	April 26, 2023	3.750000
Saudi Arabian riyal	April 27, 2022	NA
Saudi Arabian riyal	April 27, 2023	3.750000
Saudi Arabian riyal	April 28, 2022	NA
Saudi Arabian riyal	April 28, 2023	3.750000
Saudi Arabian riyal	April 29, 2022	3.750000
Saudi Arabian riyal	August 01, 2022	3.750000
Saudi Arabian riyal	August 01, 2023	3.750000
Saudi Arabian riyal	August 02, 2022	3.750000
Saudi Arabian riyal	August 02, 2023	3.750000
Saudi Arabian riyal	August 03, 2022	3.750000
Saudi Arabian riyal	August 03, 2023	3.750000
Saudi Arabian riyal	August 04, 2022	3.750000
Saudi Arabian riyal	August 04, 2023	NA
Saudi Arabian riyal	August 05, 2022	NA
Saudi Arabian riyal	August 07, 2023	3.750000
Saudi Arabian riyal	August 08, 2022	3.750000
Saudi Arabian riyal	August 08, 2023	3.750000
Saudi Arabian riyal	August 09, 2022	3.750000
Saudi Arabian riyal	August 09, 2023	3.750000
Saudi Arabian riyal	August 10, 2022	3.750000
Saudi Arabian riyal	August 10, 2023	3.750000
Saudi Arabian riyal	August 11, 2022	3.750000
Saudi Arabian riyal	August 11, 2023	NA
Saudi Arabian riyal	August 12, 2022	NA
Saudi Arabian riyal	August 14, 2023	3.750000
Saudi Arabian riyal	August 15, 2022	3.750000
Saudi Arabian riyal	August 15, 2023	3.750000
Saudi Arabian riyal	August 16, 2022	3.750000
Saudi Arabian riyal	August 16, 2023	3.750000
Saudi Arabian riyal	August 17, 2022	3.750000
Saudi Arabian riyal	August 17, 2023	3.750000
Saudi Arabian riyal	August 18, 2022	3.750000
Saudi Arabian riyal	August 18, 2023	NA
Saudi Arabian riyal	August 19, 2022	NA
Saudi Arabian riyal	August 21, 2023	NA
Saudi Arabian riyal	August 22, 2022	3.750000
Saudi Arabian riyal	August 22, 2023	3.750000
Saudi Arabian riyal	August 23, 2022	3.750000
Saudi Arabian riyal	August 23, 2023	3.750000
Saudi Arabian riyal	August 24, 2022	3.750000
Saudi Arabian riyal	August 24, 2023	3.750000
Saudi Arabian riyal	August 25, 2022	3.750000
Saudi Arabian riyal	August 25, 2023	NA
Saudi Arabian riyal	August 26, 2022	NA
Saudi Arabian riyal	August 28, 2023	3.750000
Saudi Arabian riyal	August 29, 2022	3.750000
Saudi Arabian riyal	August 29, 2023	3.750000
Saudi Arabian riyal	August 30, 2022	3.750000
Saudi Arabian riyal	August 30, 2023	3.750000
Saudi Arabian riyal	August 31, 2022	3.750000
Saudi Arabian riyal	August 31, 2023	3.750000
Saudi Arabian riyal	December 01, 2022	3.750000
Saudi Arabian riyal	December 02, 2022	NA
Saudi Arabian riyal	December 05, 2022	3.750000
Saudi Arabian riyal	December 06, 2022	3.750000
Saudi Arabian riyal	December 07, 2022	3.750000
Saudi Arabian riyal	December 08, 2022	3.750000
Saudi Arabian riyal	December 09, 2022	NA
Saudi Arabian riyal	December 12, 2022	3.750000
Saudi Arabian riyal	December 13, 2022	3.750000
Saudi Arabian riyal	December 14, 2022	3.750000
Saudi Arabian riyal	December 15, 2022	3.750000
Saudi Arabian riyal	December 16, 2022	NA
Saudi Arabian riyal	December 19, 2022	3.750000
Saudi Arabian riyal	December 20, 2022	3.750000
Saudi Arabian riyal	December 21, 2022	3.750000
Saudi Arabian riyal	December 22, 2022	3.750000
Saudi Arabian riyal	December 23, 2022	NA
Saudi Arabian riyal	February 01, 2023	3.750000
Saudi Arabian riyal	February 02, 2023	3.750000
Saudi Arabian riyal	February 03, 2023	NA
Saudi Arabian riyal	February 06, 2023	3.750000
Saudi Arabian riyal	February 07, 2023	3.750000
Saudi Arabian riyal	February 08, 2023	3.750000
Saudi Arabian riyal	February 09, 2023	3.750000
Saudi Arabian riyal	February 10, 2023	NA
Saudi Arabian riyal	February 13, 2023	NA
Saudi Arabian riyal	February 14, 2023	3.750000
Saudi Arabian riyal	February 15, 2023	3.750000
Saudi Arabian riyal	February 16, 2023	3.750000
Saudi Arabian riyal	February 17, 2023	NA
Saudi Arabian riyal	February 21, 2023	3.750000
Saudi Arabian riyal	February 22, 2023	NA
Saudi Arabian riyal	February 23, 2023	3.750000
Saudi Arabian riyal	February 24, 2023	NA
Saudi Arabian riyal	February 27, 2023	3.750000
Saudi Arabian riyal	February 28, 2023	NA
Saudi Arabian riyal	January 03, 2023	3.750000
Saudi Arabian riyal	January 04, 2023	3.750000
Saudi Arabian riyal	January 05, 2023	3.750000
Saudi Arabian riyal	January 06, 2023	NA
Saudi Arabian riyal	January 09, 2023	3.750000
Saudi Arabian riyal	January 10, 2023	3.750000
Saudi Arabian riyal	January 11, 2023	3.750000
Saudi Arabian riyal	January 12, 2023	3.750000
Saudi Arabian riyal	January 13, 2023	NA
Saudi Arabian riyal	January 17, 2023	3.750000
Saudi Arabian riyal	January 18, 2023	3.750000
Saudi Arabian riyal	January 19, 2023	3.750000
Saudi Arabian riyal	January 20, 2023	NA
Saudi Arabian riyal	January 23, 2023	3.750000
Saudi Arabian riyal	January 24, 2023	3.750000
Saudi Arabian riyal	January 25, 2023	3.750000
Saudi Arabian riyal	January 26, 2023	3.750000
Saudi Arabian riyal	January 27, 2023	NA
Saudi Arabian riyal	January 30, 2023	3.750000
Saudi Arabian riyal	January 31, 2023	3.750000
Saudi Arabian riyal	July 01, 2022	NA
Saudi Arabian riyal	July 05, 2022	NA
Saudi Arabian riyal	July 05, 2023	3.750000
Saudi Arabian riyal	July 06, 2022	NA
Saudi Arabian riyal	July 06, 2023	3.750000
Saudi Arabian riyal	July 07, 2022	NA
Saudi Arabian riyal	July 07, 2023	NA
Saudi Arabian riyal	July 08, 2022	NA
Saudi Arabian riyal	July 10, 2023	3.750000
Saudi Arabian riyal	July 11, 2022	NA
Saudi Arabian riyal	July 11, 2023	3.750000
Saudi Arabian riyal	July 12, 2022	NA
Saudi Arabian riyal	July 12, 2023	3.750000
Saudi Arabian riyal	July 13, 2022	NA
Saudi Arabian riyal	July 13, 2023	3.750000
Saudi Arabian riyal	July 14, 2022	NA
Saudi Arabian riyal	July 14, 2023	NA
Saudi Arabian riyal	July 15, 2022	NA
Saudi Arabian riyal	July 17, 2023	3.750000
Saudi Arabian riyal	July 18, 2022	3.750000
Saudi Arabian riyal	July 18, 2023	3.750000
Saudi Arabian riyal	July 19, 2022	3.750000
Saudi Arabian riyal	July 19, 2023	3.750000
Saudi Arabian riyal	July 20, 2022	3.750000
Saudi Arabian riyal	July 20, 2023	3.750000
Saudi Arabian riyal	July 21, 2022	3.750000
Saudi Arabian riyal	July 21, 2023	NA
Saudi Arabian riyal	July 22, 2022	NA
Saudi Arabian riyal	July 24, 2023	3.750000
Saudi Arabian riyal	July 25, 2022	3.750000
Saudi Arabian riyal	July 25, 2023	3.750000
Saudi Arabian riyal	July 26, 2022	3.750000
Saudi Arabian riyal	July 26, 2023	3.750000
Saudi Arabian riyal	July 27, 2022	3.750000
Saudi Arabian riyal	July 27, 2023	3.750000
Saudi Arabian riyal	July 28, 2022	3.750000
Saudi Arabian riyal	July 28, 2023	NA
Saudi Arabian riyal	July 29, 2022	NA
Saudi Arabian riyal	July 31, 2023	3.750000
Saudi Arabian riyal	June 01, 2022	3.750000
Saudi Arabian riyal	June 01, 2023	3.750000
Saudi Arabian riyal	June 02, 2022	3.750000
Saudi Arabian riyal	June 02, 2023	NA
Saudi Arabian riyal	June 03, 2022	NA
Saudi Arabian riyal	June 05, 2023	3.750000
Saudi Arabian riyal	June 06, 2022	3.750000
Saudi Arabian riyal	June 06, 2023	3.750000
Saudi Arabian riyal	June 07, 2022	3.750000
Saudi Arabian riyal	June 07, 2023	3.750000
Saudi Arabian riyal	June 08, 2022	3.750000
Saudi Arabian riyal	June 08, 2023	3.750000
Saudi Arabian riyal	June 09, 2022	3.750000
Saudi Arabian riyal	June 09, 2023	NA
Saudi Arabian riyal	June 10, 2022	NA
Saudi Arabian riyal	June 12, 2023	3.750000
Saudi Arabian riyal	June 13, 2022	3.750000
Saudi Arabian riyal	June 13, 2023	3.750000
Saudi Arabian riyal	June 14, 2022	3.750000
Saudi Arabian riyal	June 14, 2023	3.750000
Saudi Arabian riyal	June 15, 2022	3.750000
Saudi Arabian riyal	June 15, 2023	3.750000
Saudi Arabian riyal	June 16, 2022	3.750000
Saudi Arabian riyal	June 16, 2023	NA
Saudi Arabian riyal	June 17, 2022	NA
Saudi Arabian riyal	June 20, 2023	3.750000
Saudi Arabian riyal	June 21, 2022	3.750000
Saudi Arabian riyal	June 21, 2023	3.750000
Saudi Arabian riyal	June 22, 2022	3.750000
Saudi Arabian riyal	June 22, 2023	3.750000
Saudi Arabian riyal	June 23, 2022	3.750000
Saudi Arabian riyal	June 23, 2023	NA
Saudi Arabian riyal	June 24, 2022	NA
Saudi Arabian riyal	June 26, 2023	NA
Saudi Arabian riyal	June 27, 2022	3.750000
Saudi Arabian riyal	June 27, 2023	NA
Saudi Arabian riyal	June 28, 2022	3.750000
Saudi Arabian riyal	June 28, 2023	NA
Saudi Arabian riyal	June 29, 2022	3.750000
Saudi Arabian riyal	June 29, 2023	NA
Saudi Arabian riyal	June 30, 2022	3.750000
Saudi Arabian riyal	June 30, 2023	NA
Saudi Arabian riyal	March 01, 2023	NA
Saudi Arabian riyal	March 02, 2023	3.750000
Saudi Arabian riyal	March 03, 2023	NA
Saudi Arabian riyal	March 06, 2023	3.750000
Saudi Arabian riyal	March 07, 2023	3.750000
Saudi Arabian riyal	March 08, 2023	3.750000
Saudi Arabian riyal	March 09, 2023	3.750000
Saudi Arabian riyal	March 10, 2023	NA
Saudi Arabian riyal	March 13, 2023	3.750000
Saudi Arabian riyal	March 14, 2023	3.750000
Saudi Arabian riyal	March 15, 2023	3.750000
Saudi Arabian riyal	March 16, 2023	3.750000
Saudi Arabian riyal	March 17, 2023	NA
Saudi Arabian riyal	March 20, 2023	3.750000
Saudi Arabian riyal	March 21, 2023	3.750000
Saudi Arabian riyal	March 22, 2023	3.750000
Saudi Arabian riyal	March 23, 2023	3.750000
Saudi Arabian riyal	March 24, 2023	NA
Saudi Arabian riyal	March 27, 2023	3.750000
Saudi Arabian riyal	March 28, 2023	3.750000
Saudi Arabian riyal	March 29, 2023	3.750000
Saudi Arabian riyal	March 30, 2023	3.750000
Saudi Arabian riyal	March 31, 2023	NA
Saudi Arabian riyal	May 01, 2023	3.750000
Saudi Arabian riyal	May 02, 2022	NA
Saudi Arabian riyal	May 02, 2023	3.750000
Saudi Arabian riyal	May 03, 2022	NA
Saudi Arabian riyal	May 03, 2023	3.750000
Saudi Arabian riyal	May 04, 2022	NA
Saudi Arabian riyal	May 04, 2023	3.750000
Saudi Arabian riyal	May 05, 2022	NA
Saudi Arabian riyal	May 05, 2023	NA
Saudi Arabian riyal	May 06, 2022	NA
Saudi Arabian riyal	May 08, 2023	3.750000
Saudi Arabian riyal	May 09, 2022	3.750000
Saudi Arabian riyal	May 09, 2023	3.750000
Saudi Arabian riyal	May 10, 2022	3.750000
Saudi Arabian riyal	May 10, 2023	3.750000
Saudi Arabian riyal	May 11, 2022	3.750000
Saudi Arabian riyal	May 11, 2023	3.750000
Saudi Arabian riyal	May 12, 2022	3.750000
Saudi Arabian riyal	May 12, 2023	NA
Saudi Arabian riyal	May 13, 2022	NA
Saudi Arabian riyal	May 15, 2023	3.750000
Saudi Arabian riyal	May 16, 2022	3.750000
Saudi Arabian riyal	May 16, 2023	3.750000
Saudi Arabian riyal	May 17, 2022	3.750000
Saudi Arabian riyal	May 17, 2023	3.750000
Saudi Arabian riyal	May 18, 2022	3.750000
Saudi Arabian riyal	May 18, 2023	3.750000
Saudi Arabian riyal	May 19, 2022	3.750000
Saudi Arabian riyal	May 19, 2023	NA
Saudi Arabian riyal	May 20, 2022	NA
Saudi Arabian riyal	May 22, 2023	3.750000
Saudi Arabian riyal	May 23, 2022	3.750000
Saudi Arabian riyal	May 23, 2023	3.750000
Saudi Arabian riyal	May 24, 2022	3.750000
Saudi Arabian riyal	May 24, 2023	3.750000
Saudi Arabian riyal	May 25, 2022	3.750000
Saudi Arabian riyal	May 25, 2023	3.750000
Saudi Arabian riyal	May 26, 2022	3.750000
Saudi Arabian riyal	May 26, 2023	NA
Saudi Arabian riyal	May 27, 2022	NA
Saudi Arabian riyal	May 30, 2023	3.750000
Saudi Arabian riyal	May 31, 2022	3.750000
Saudi Arabian riyal	May 31, 2023	3.750000
Saudi Arabian riyal	November 01, 2022	3.750000
Saudi Arabian riyal	November 01, 2023	3.750000
Saudi Arabian riyal	November 02, 2022	3.750000
Saudi Arabian riyal	November 02, 2023	3.750000
Saudi Arabian riyal	November 03, 2022	3.750000
Saudi Arabian riyal	November 03, 2023	NA
Saudi Arabian riyal	November 04, 2022	NA
Saudi Arabian riyal	November 06, 2023	3.750000
Saudi Arabian riyal	November 07, 2022	3.750000
Saudi Arabian riyal	November 07, 2023	3.750000
Saudi Arabian riyal	November 08, 2022	3.750000
Saudi Arabian riyal	November 08, 2023	3.750000
Saudi Arabian riyal	November 09, 2022	3.750000
Saudi Arabian riyal	November 09, 2023	3.750000
Saudi Arabian riyal	November 10, 2022	3.750000
Saudi Arabian riyal	November 10, 2023	NA
Saudi Arabian riyal	November 11, 2022	NA
Saudi Arabian riyal	November 13, 2023	3.750000
Saudi Arabian riyal	November 14, 2022	3.750000
Saudi Arabian riyal	November 14, 2023	3.750000
Saudi Arabian riyal	November 15, 2022	3.750000
Saudi Arabian riyal	November 15, 2023	3.750000
Saudi Arabian riyal	November 16, 2022	3.750000
Saudi Arabian riyal	November 16, 2023	3.750000
Saudi Arabian riyal	November 17, 2022	3.750000
Saudi Arabian riyal	November 17, 2023	NA
Saudi Arabian riyal	November 18, 2022	NA
Saudi Arabian riyal	November 20, 2023	3.750000
Saudi Arabian riyal	November 21, 2022	3.750000
Saudi Arabian riyal	November 21, 2023	3.750000
Saudi Arabian riyal	November 22, 2022	3.750000
Saudi Arabian riyal	November 22, 2023	3.750000
Saudi Arabian riyal	November 23, 2022	3.750000
Saudi Arabian riyal	November 24, 2023	NA
Saudi Arabian riyal	November 27, 2023	NA
Saudi Arabian riyal	November 28, 2022	3.750000
Saudi Arabian riyal	November 29, 2022	3.750000
Saudi Arabian riyal	November 30, 2022	3.750000
Saudi Arabian riyal	October 02, 2023	3.750000
Saudi Arabian riyal	October 03, 2022	3.750000
Saudi Arabian riyal	October 03, 2023	3.750000
Saudi Arabian riyal	October 04, 2022	3.750000
Saudi Arabian riyal	October 04, 2023	3.750000
Saudi Arabian riyal	October 05, 2022	3.750000
Saudi Arabian riyal	October 05, 2023	3.750000
Saudi Arabian riyal	October 06, 2022	3.750000
Saudi Arabian riyal	October 06, 2023	NA
Saudi Arabian riyal	October 07, 2022	NA
Saudi Arabian riyal	October 10, 2023	3.750000
Saudi Arabian riyal	October 11, 2022	3.750000
Saudi Arabian riyal	October 11, 2023	3.750000
Saudi Arabian riyal	October 12, 2022	3.750000
Saudi Arabian riyal	October 12, 2023	3.750000
Saudi Arabian riyal	October 13, 2022	3.750000
Saudi Arabian riyal	October 13, 2023	NA
Saudi Arabian riyal	October 14, 2022	NA
Saudi Arabian riyal	October 16, 2023	3.750000
Saudi Arabian riyal	October 17, 2022	3.750000
Saudi Arabian riyal	October 17, 2023	3.750000
Saudi Arabian riyal	October 18, 2022	3.750000
Saudi Arabian riyal	October 18, 2023	3.750000
Saudi Arabian riyal	October 19, 2022	3.750000
Saudi Arabian riyal	October 19, 2023	3.750000
Saudi Arabian riyal	October 20, 2022	3.750000
Saudi Arabian riyal	October 20, 2023	NA
Saudi Arabian riyal	October 21, 2022	NA
Saudi Arabian riyal	October 23, 2023	3.750000
Saudi Arabian riyal	October 24, 2022	3.750000
Saudi Arabian riyal	October 24, 2023	3.750000
Saudi Arabian riyal	October 25, 2022	3.750000
Saudi Arabian riyal	October 25, 2023	3.750000
Saudi Arabian riyal	October 26, 2022	3.750000
Saudi Arabian riyal	October 26, 2023	3.750000
Saudi Arabian riyal	October 27, 2022	3.750000
Saudi Arabian riyal	October 27, 2023	NA
Saudi Arabian riyal	October 28, 2022	NA
Saudi Arabian riyal	October 30, 2023	3.750000
Saudi Arabian riyal	October 31, 2022	3.750000
Saudi Arabian riyal	October 31, 2023	3.750000
Saudi Arabian riyal	September 01, 2022	3.750000
Saudi Arabian riyal	September 01, 2023	NA
Saudi Arabian riyal	September 02, 2022	NA
Saudi Arabian riyal	September 05, 2023	3.750000
Saudi Arabian riyal	September 06, 2022	3.750000
Saudi Arabian riyal	September 06, 2023	3.750000
Saudi Arabian riyal	September 07, 2022	3.750000
Saudi Arabian riyal	September 07, 2023	3.750000
Saudi Arabian riyal	September 08, 2022	3.750000
Saudi Arabian riyal	September 08, 2023	NA
Saudi Arabian riyal	September 09, 2022	NA
Saudi Arabian riyal	September 11, 2023	3.750000
Saudi Arabian riyal	September 12, 2022	3.750000
Saudi Arabian riyal	September 12, 2023	3.750000
Saudi Arabian riyal	September 13, 2022	3.750000
Saudi Arabian riyal	September 13, 2023	3.750000
Saudi Arabian riyal	September 14, 2022	3.750000
Saudi Arabian riyal	September 14, 2023	3.750000
Saudi Arabian riyal	September 15, 2022	3.750000
Saudi Arabian riyal	September 15, 2023	NA
Saudi Arabian riyal	September 16, 2022	NA
Saudi Arabian riyal	September 18, 2023	3.750000
Saudi Arabian riyal	September 19, 2022	3.750000
Saudi Arabian riyal	September 19, 2023	3.750000
Saudi Arabian riyal	September 20, 2022	3.750000
Saudi Arabian riyal	September 20, 2023	3.750000
Saudi Arabian riyal	September 21, 2022	3.750000
Saudi Arabian riyal	September 21, 2023	3.750000
Saudi Arabian riyal	September 22, 2022	3.750000
Saudi Arabian riyal	September 22, 2023	NA
Saudi Arabian riyal	September 23, 2022	NA
Saudi Arabian riyal	September 25, 2023	3.750000
Saudi Arabian riyal	September 26, 2022	3.750000
Saudi Arabian riyal	September 26, 2023	3.750000
Saudi Arabian riyal	September 27, 2022	3.750000
Saudi Arabian riyal	September 27, 2023	3.750000
Saudi Arabian riyal	September 28, 2022	3.750000
Saudi Arabian riyal	September 28, 2023	3.750000
Saudi Arabian riyal	September 29, 2022	3.750000
Saudi Arabian riyal	September 29, 2023	NA
Saudi Arabian riyal	September 30, 2022	NA
Uruguayan peso	April 01, 2022	41.119000
Uruguayan peso	April 03, 2023	38.567000
Uruguayan peso	April 04, 2022	41.383000
Uruguayan peso	April 04, 2023	38.756000
Uruguayan peso	April 05, 2022	41.428000
Uruguayan peso	April 05, 2023	38.698000
Uruguayan peso	April 06, 2022	41.740000
Uruguayan peso	April 06, 2023	NA
Uruguayan peso	April 07, 2022	42.059000
Uruguayan peso	April 07, 2023	NA
Uruguayan peso	April 08, 2022	41.633000
Uruguayan peso	April 10, 2023	38.741000
Uruguayan peso	April 11, 2022	41.453000
Uruguayan peso	April 11, 2023	38.615000
Uruguayan peso	April 12, 2022	41.304000
Uruguayan peso	April 12, 2023	38.646000
Uruguayan peso	April 13, 2022	41.247000
Uruguayan peso	April 13, 2023	38.749000
Uruguayan peso	April 14, 2022	NA
Uruguayan peso	April 14, 2023	38.949000
Uruguayan peso	April 15, 2022	NA
Uruguayan peso	April 17, 2023	NA
Uruguayan peso	April 18, 2022	NA
Uruguayan peso	April 18, 2023	38.926000
Uruguayan peso	April 19, 2022	41.128000
Uruguayan peso	April 19, 2023	38.968000
Uruguayan peso	April 20, 2022	40.796000
Uruguayan peso	April 20, 2023	39.017000
Uruguayan peso	April 21, 2022	40.126000
Uruguayan peso	April 21, 2023	38.955000
Uruguayan peso	April 22, 2022	40.049000
Uruguayan peso	April 24, 2023	38.896000
Uruguayan peso	April 25, 2022	40.701000
Uruguayan peso	April 25, 2023	38.715000
Uruguayan peso	April 26, 2022	40.910000
Uruguayan peso	April 26, 2023	38.705000
Uruguayan peso	April 27, 2022	41.444000
Uruguayan peso	April 27, 2023	38.616000
Uruguayan peso	April 28, 2022	41.335000
Uruguayan peso	April 28, 2023	38.783000
Uruguayan peso	April 29, 2022	40.827000
Uruguayan peso	August 01, 2022	40.663000
Uruguayan peso	August 01, 2023	37.496000
Uruguayan peso	August 02, 2022	41.013000
Uruguayan peso	August 02, 2023	37.861000
Uruguayan peso	August 03, 2022	40.906000
Uruguayan peso	August 03, 2023	38.259000
Uruguayan peso	August 04, 2022	40.654000
Uruguayan peso	August 04, 2023	38.055000
Uruguayan peso	August 05, 2022	40.612000
Uruguayan peso	August 07, 2023	38.018000
Uruguayan peso	August 08, 2022	40.178000
Uruguayan peso	August 08, 2023	38.031000
Uruguayan peso	August 09, 2022	40.013000
Uruguayan peso	August 09, 2023	37.952000
Uruguayan peso	August 10, 2022	40.087000
Uruguayan peso	August 10, 2023	37.794000
Uruguayan peso	August 11, 2022	40.190000
Uruguayan peso	August 11, 2023	37.883000
Uruguayan peso	August 12, 2022	40.126000
Uruguayan peso	August 14, 2023	38.152000
Uruguayan peso	August 15, 2022	40.090000
Uruguayan peso	August 15, 2023	38.007000
Uruguayan peso	August 16, 2022	40.139000
Uruguayan peso	August 16, 2023	37.845000
Uruguayan peso	August 17, 2022	40.373000
Uruguayan peso	August 17, 2023	37.729000
Uruguayan peso	August 18, 2022	40.510000
Uruguayan peso	August 18, 2023	37.839000
Uruguayan peso	August 19, 2022	40.489000
Uruguayan peso	August 21, 2023	37.815000
Uruguayan peso	August 22, 2022	40.431000
Uruguayan peso	August 22, 2023	37.830000
Uruguayan peso	August 23, 2022	40.369000
Uruguayan peso	August 23, 2023	37.709000
Uruguayan peso	August 24, 2022	40.401000
Uruguayan peso	August 24, 2023	37.686000
Uruguayan peso	August 25, 2022	NA
Uruguayan peso	August 25, 2023	NA
Uruguayan peso	August 26, 2022	40.421000
Uruguayan peso	August 28, 2023	37.696000
Uruguayan peso	August 29, 2022	40.688000
Uruguayan peso	August 29, 2023	37.788000
Uruguayan peso	August 30, 2022	40.775000
Uruguayan peso	August 30, 2023	37.682000
Uruguayan peso	August 31, 2022	40.960000
Uruguayan peso	August 31, 2023	37.592000
Uruguayan peso	December 01, 2022	39.072000
Uruguayan peso	December 02, 2022	39.199000
Uruguayan peso	December 05, 2022	39.305000
Uruguayan peso	December 06, 2022	39.205000
Uruguayan peso	December 07, 2022	39.070000
Uruguayan peso	December 08, 2022	39.029000
Uruguayan peso	December 09, 2022	38.873000
Uruguayan peso	December 12, 2022	38.810000
Uruguayan peso	December 13, 2022	38.683000
Uruguayan peso	December 14, 2022	38.627000
Uruguayan peso	December 15, 2022	38.788000
Uruguayan peso	December 16, 2022	38.848000
Uruguayan peso	December 19, 2022	38.826000
Uruguayan peso	December 20, 2022	38.412000
Uruguayan peso	December 21, 2022	38.341000
Uruguayan peso	December 22, 2022	38.589000
Uruguayan peso	December 23, 2022	39.100000
Uruguayan peso	February 01, 2023	38.696000
Uruguayan peso	February 02, 2023	38.572000
Uruguayan peso	February 03, 2023	39.119000
Uruguayan peso	February 06, 2023	39.258000
Uruguayan peso	February 07, 2023	39.076000
Uruguayan peso	February 08, 2023	39.092000
Uruguayan peso	February 09, 2023	39.105000
Uruguayan peso	February 10, 2023	39.144000
Uruguayan peso	February 13, 2023	39.020000
Uruguayan peso	February 14, 2023	39.084000
Uruguayan peso	February 15, 2023	39.344000
Uruguayan peso	February 16, 2023	39.570000
Uruguayan peso	February 17, 2023	39.302000
Uruguayan peso	February 21, 2023	NA
Uruguayan peso	February 22, 2023	38.866000
Uruguayan peso	February 23, 2023	38.553000
Uruguayan peso	February 24, 2023	38.764000
Uruguayan peso	February 27, 2023	39.037000
Uruguayan peso	February 28, 2023	38.893000
Uruguayan peso	January 03, 2023	39.732000
Uruguayan peso	January 04, 2023	39.862000
Uruguayan peso	January 05, 2023	39.864000
