Currency	Date	Value
South African rand	September 12, 2022	17.053650
South African rand	September 12, 2023	18.897400
South African rand	September 13, 2022	17.014850
South African rand	September 13, 2023	18.920500
South African rand	September 14, 2022	17.439800
South African rand	September 14, 2023	18.896400
South African rand	September 15, 2022	17.547850
South African rand	September 15, 2023	19.048100
South African rand	September 16, 2022	17.547850
South African rand	September 18, 2023	19.016200
South African rand	September 19, 2022	17.674950
South African rand	September 19, 2023	18.962300
South African rand	September 20, 2022	NA
South African rand	September 20, 2023	18.940600
South African rand	September 21, 2022	17.653700
South African rand	September 21, 2023	18.822500
South African rand	September 22, 2022	17.554200
South African rand	September 22, 2023	18.848800
South African rand	September 23, 2022	17.825950
South African rand	September 25, 2023	NA
South African rand	September 26, 2022	18.077350
South African rand	September 26, 2023	18.829900
South African rand	September 27, 2022	17.889500
South African rand	September 27, 2023	19.052200
South African rand	September 28, 2022	NA
South African rand	September 28, 2023	19.210500
South African rand	September 29, 2022	NA
South African rand	September 29, 2023	18.784000
South African rand	September 30, 2022	17.984200
Philippine peso	April 01, 2022	51.906000
Philippine peso	April 03, 2023	54.318000
Philippine peso	April 04, 2022	51.664000
Philippine peso	April 04, 2023	54.591000
Philippine peso	April 05, 2022	51.450000
Philippine peso	April 05, 2023	54.576000
Philippine peso	April 06, 2022	51.262000
Philippine peso	April 06, 2023	NA
Philippine peso	April 07, 2022	51.386000
Philippine peso	April 07, 2023	NA
Philippine peso	April 08, 2022	51.385000
Philippine peso	April 10, 2023	NA
Philippine peso	April 11, 2022	51.528000
Philippine peso	April 11, 2023	54.428000
Philippine peso	April 12, 2022	51.914000
Philippine peso	April 12, 2023	54.734000
Philippine peso	April 13, 2022	52.175000
Philippine peso	April 13, 2023	55.101000
Philippine peso	April 14, 2022	NA
Philippine peso	April 14, 2023	55.270000
Philippine peso	April 15, 2022	NA
Philippine peso	April 17, 2023	55.153000
Philippine peso	April 18, 2022	51.975000
Philippine peso	April 18, 2023	55.589000
Philippine peso	April 19, 2022	52.231000
Philippine peso	April 19, 2023	56.094000
Philippine peso	April 20, 2022	52.381000
Philippine peso	April 20, 2023	56.080000
Philippine peso	April 21, 2022	52.453000
Philippine peso	April 21, 2023	NA
Philippine peso	April 22, 2022	52.395000
Philippine peso	April 24, 2023	56.278000
Philippine peso	April 25, 2022	52.337000
Philippine peso	April 25, 2023	55.919000
Philippine peso	April 26, 2022	52.428000
Philippine peso	April 26, 2023	55.567000
Philippine peso	April 27, 2022	52.255000
Philippine peso	April 27, 2023	55.608000
Philippine peso	April 28, 2022	52.261000
Philippine peso	April 28, 2023	55.742000
Philippine peso	April 29, 2022	52.158000
Philippine peso	August 01, 2022	55.322000
Philippine peso	August 01, 2023	54.834000
Philippine peso	August 02, 2022	55.396000
Philippine peso	August 02, 2023	54.754000
Philippine peso	August 03, 2022	55.393000
Philippine peso	August 03, 2023	54.987000
Philippine peso	August 04, 2022	55.674000
Philippine peso	August 04, 2023	55.388000
Philippine peso	August 05, 2022	55.712000
Philippine peso	August 07, 2023	55.675000
Philippine peso	August 08, 2022	55.294000
Philippine peso	August 08, 2023	55.743000
Philippine peso	August 09, 2022	55.594000
Philippine peso	August 09, 2023	56.258000
Philippine peso	August 10, 2022	55.542000
Philippine peso	August 10, 2023	56.298000
Philippine peso	August 11, 2022	55.752000
Philippine peso	August 11, 2023	56.310000
Philippine peso	August 12, 2022	55.474000
Philippine peso	August 14, 2023	56.204000
Philippine peso	August 15, 2022	55.532000
Philippine peso	August 15, 2023	56.803000
Philippine peso	August 16, 2022	55.843000
Philippine peso	August 16, 2023	56.767000
Philippine peso	August 17, 2022	55.966000
Philippine peso	August 17, 2023	56.762000
Philippine peso	August 18, 2022	55.826000
Philippine peso	August 18, 2023	56.678000
Philippine peso	August 19, 2022	55.856000
Philippine peso	August 21, 2023	NA
Philippine peso	August 22, 2022	55.979000
Philippine peso	August 22, 2023	56.434000
Philippine peso	August 23, 2022	56.107000
Philippine peso	August 23, 2023	56.215000
Philippine peso	August 24, 2022	NA
Philippine peso	August 24, 2023	56.521000
Philippine peso	August 25, 2022	56.201000
Philippine peso	August 25, 2023	56.702000
Philippine peso	August 26, 2022	56.008000
Philippine peso	August 28, 2023	NA
Philippine peso	August 29, 2022	NA
Philippine peso	August 29, 2023	56.664000
Philippine peso	August 30, 2022	56.038000
Philippine peso	August 30, 2023	56.658000
Philippine peso	August 31, 2022	56.243000
Philippine peso	August 31, 2023	56.702000
Philippine peso	December 01, 2022	56.598000
Philippine peso	December 02, 2022	56.318000
Philippine peso	December 05, 2022	55.983000
Philippine peso	December 06, 2022	55.822000
Philippine peso	December 07, 2022	56.018000
Philippine peso	December 08, 2022	NA
Philippine peso	December 09, 2022	55.611000
Philippine peso	December 12, 2022	55.270000
Philippine peso	December 13, 2022	55.550000
Philippine peso	December 14, 2022	55.815000
Philippine peso	December 15, 2022	55.701000
Philippine peso	December 16, 2022	55.742000
Philippine peso	December 19, 2022	55.709000
Philippine peso	December 20, 2022	55.439000
Philippine peso	December 21, 2022	55.333000
Philippine peso	December 22, 2022	55.171000
Philippine peso	December 23, 2022	55.130000
Philippine peso	February 01, 2023	54.571000
Philippine peso	February 02, 2023	54.591000
Philippine peso	February 03, 2023	53.955000
Philippine peso	February 06, 2023	53.772000
Philippine peso	February 07, 2023	54.279000
Philippine peso	February 08, 2023	54.848000
Philippine peso	February 09, 2023	54.880000
Philippine peso	February 10, 2023	54.744000
Philippine peso	February 13, 2023	54.543000
Philippine peso	February 14, 2023	54.702000
Philippine peso	February 15, 2023	54.784000
Philippine peso	February 16, 2023	55.105000
Philippine peso	February 17, 2023	55.217000
Philippine peso	February 21, 2023	55.168000
Philippine peso	February 22, 2023	55.008000
Philippine peso	February 23, 2023	55.133000
Philippine peso	February 24, 2023	NA
Philippine peso	February 27, 2023	55.014000
Philippine peso	February 28, 2023	55.312000
Philippine peso	January 03, 2023	55.815000
Philippine peso	January 04, 2023	55.746000
Philippine peso	January 05, 2023	56.014000
Philippine peso	January 06, 2023	55.898000
Philippine peso	January 09, 2023	55.681000
Philippine peso	January 10, 2023	55.164000
Philippine peso	January 11, 2023	54.858000
Philippine peso	January 12, 2023	54.928000
Philippine peso	January 13, 2023	55.176000
Philippine peso	January 17, 2023	54.651000
Philippine peso	January 18, 2023	54.790000
Philippine peso	January 19, 2023	54.830000
Philippine peso	January 20, 2023	54.688000
Philippine peso	January 23, 2023	54.639000
Philippine peso	January 24, 2023	54.388000
Philippine peso	January 25, 2023	54.521000
Philippine peso	January 26, 2023	54.625000
Philippine peso	January 27, 2023	54.482000
Philippine peso	January 30, 2023	54.368000
Philippine peso	January 31, 2023	54.545000
Philippine peso	July 01, 2022	54.970000
Philippine peso	July 05, 2022	55.090000
Philippine peso	July 05, 2023	55.254000
Philippine peso	July 06, 2022	55.084000
Philippine peso	July 06, 2023	55.393000
Philippine peso	July 07, 2022	55.574000
Philippine peso	July 07, 2023	55.546000
Philippine peso	July 08, 2022	55.909000
Philippine peso	July 10, 2023	55.597000
Philippine peso	July 11, 2022	55.971000
Philippine peso	July 11, 2023	55.617000
Philippine peso	July 12, 2022	NA
Philippine peso	July 12, 2023	55.392000
Philippine peso	July 13, 2022	56.318000
Philippine peso	July 13, 2023	55.045000
Philippine peso	July 14, 2022	56.339000
Philippine peso	July 14, 2023	54.568000
Philippine peso	July 15, 2022	NA
Philippine peso	July 17, 2023	54.384000
Philippine peso	July 18, 2022	56.369000
Philippine peso	July 18, 2023	54.416000
Philippine peso	July 19, 2022	56.341000
Philippine peso	July 19, 2023	54.412000
Philippine peso	July 20, 2022	56.335000
Philippine peso	July 20, 2023	54.544000
Philippine peso	July 21, 2022	56.277000
Philippine peso	July 21, 2023	54.461000
Philippine peso	July 22, 2022	56.345000
Philippine peso	July 24, 2023	NA
Philippine peso	July 25, 2022	56.327000
Philippine peso	July 25, 2023	54.669000
Philippine peso	July 26, 2022	56.184000
Philippine peso	July 26, 2023	54.560000
Philippine peso	July 27, 2022	55.647000
Philippine peso	July 27, 2023	54.641000
Philippine peso	July 28, 2022	55.635000
Philippine peso	July 28, 2023	54.530000
Philippine peso	July 29, 2022	NA
Philippine peso	July 31, 2023	54.847000
Philippine peso	June 01, 2022	52.412000
Philippine peso	June 01, 2023	56.241000
Philippine peso	June 02, 2022	52.461000
Philippine peso	June 02, 2023	56.219000
Philippine peso	June 03, 2022	52.580000
Philippine peso	June 05, 2023	55.961000
Philippine peso	June 06, 2022	52.821000
Philippine peso	June 06, 2023	56.127000
Philippine peso	June 07, 2022	52.916000
Philippine peso	June 07, 2023	56.204000
Philippine peso	June 08, 2022	52.922000
Philippine peso	June 08, 2023	56.076000
Philippine peso	June 09, 2022	52.899000
Philippine peso	June 09, 2023	NA
Philippine peso	June 10, 2022	52.945000
Philippine peso	June 12, 2023	NA
Philippine peso	June 13, 2022	52.951000
Philippine peso	June 13, 2023	55.996000
Philippine peso	June 14, 2022	NA
Philippine peso	June 14, 2023	56.047000
Philippine peso	June 15, 2022	53.273000
Philippine peso	June 15, 2023	55.970000
Philippine peso	June 16, 2022	53.370000
Philippine peso	June 16, 2023	56.042000
Philippine peso	June 17, 2022	NA
Philippine peso	June 20, 2023	55.844000
Philippine peso	June 21, 2022	54.005000
Philippine peso	June 21, 2023	55.730000
Philippine peso	June 22, 2022	54.207000
Philippine peso	June 22, 2023	55.629000
Philippine peso	June 23, 2022	54.484000
Philippine peso	June 23, 2023	55.595000
Philippine peso	June 24, 2022	54.491000
Philippine peso	June 26, 2023	55.645000
Philippine peso	June 27, 2022	54.839000
Philippine peso	June 27, 2023	55.739000
Philippine peso	June 28, 2022	54.982000
Philippine peso	June 28, 2023	NA
Philippine peso	June 29, 2022	54.757000
Philippine peso	June 29, 2023	55.510000
Philippine peso	June 30, 2022	55.021000
Philippine peso	June 30, 2023	55.362000
Philippine peso	March 01, 2023	55.210000
Philippine peso	March 02, 2023	55.077000
Philippine peso	March 03, 2023	54.984000
Philippine peso	March 06, 2023	54.833000
Philippine peso	March 07, 2023	54.844000
Philippine peso	March 08, 2023	55.081000
Philippine peso	March 09, 2023	55.397000
Philippine peso	March 10, 2023	55.238000
Philippine peso	March 13, 2023	55.203000
Philippine peso	March 14, 2023	54.919000
Philippine peso	March 15, 2023	55.025000
Philippine peso	March 16, 2023	54.861000
Philippine peso	March 17, 2023	54.972000
Philippine peso	March 20, 2023	54.678000
Philippine peso	March 21, 2023	54.653000
Philippine peso	March 22, 2023	54.353000
Philippine peso	March 23, 2023	54.519000
Philippine peso	March 24, 2023	54.451000
Philippine peso	March 27, 2023	54.322000
Philippine peso	March 28, 2023	54.439000
Philippine peso	March 29, 2023	54.376000
Philippine peso	March 30, 2023	54.434000
Philippine peso	March 31, 2023	54.429000
Philippine peso	May 01, 2023	NA
Philippine peso	May 02, 2022	52.335000
Philippine peso	May 02, 2023	55.497000
Philippine peso	May 03, 2022	NA
Philippine peso	May 03, 2023	55.367000
Philippine peso	May 04, 2022	52.297000
Philippine peso	May 04, 2023	55.332000
Philippine peso	May 05, 2022	52.460000
Philippine peso	May 05, 2023	55.201000
Philippine peso	May 06, 2022	52.331000
Philippine peso	May 08, 2023	55.292000
Philippine peso	May 09, 2022	NA
Philippine peso	May 09, 2023	55.294000
Philippine peso	May 10, 2022	52.485000
Philippine peso	May 10, 2023	55.550000
Philippine peso	May 11, 2022	NA
Philippine peso	May 11, 2023	55.770000
Philippine peso	May 12, 2022	52.267000
Philippine peso	May 12, 2023	55.672000
Philippine peso	May 13, 2022	52.386000
Philippine peso	May 15, 2023	55.876000
Philippine peso	May 16, 2022	52.434000
Philippine peso	May 16, 2023	55.971000
Philippine peso	May 17, 2022	52.455000
Philippine peso	May 17, 2023	56.117000
Philippine peso	May 18, 2022	52.448000
Philippine peso	May 18, 2023	56.166000
Philippine peso	May 19, 2022	52.422000
Philippine peso	May 19, 2023	55.967000
Philippine peso	May 20, 2022	52.390000
Philippine peso	May 22, 2023	55.708000
Philippine peso	May 23, 2022	52.271000
Philippine peso	May 23, 2023	55.797000
Philippine peso	May 24, 2022	52.250000
Philippine peso	May 24, 2023	55.671000
Philippine peso	May 25, 2022	52.329000
Philippine peso	May 25, 2023	55.770000
Philippine peso	May 26, 2022	52.349000
Philippine peso	May 26, 2023	55.916000
Philippine peso	May 27, 2022	52.379000
Philippine peso	May 30, 2023	55.986000
Philippine peso	May 31, 2022	52.243000
Philippine peso	May 31, 2023	56.260000
Philippine peso	November 01, 2022	NA
Philippine peso	November 01, 2023	NA
Philippine peso	November 02, 2022	NA
Philippine peso	November 02, 2023	NA
Philippine peso	November 03, 2022	58.224000
Philippine peso	November 03, 2023	56.808000
Philippine peso	November 04, 2022	58.661000
Philippine peso	November 06, 2023	56.252000
Philippine peso	November 07, 2022	58.622000
Philippine peso	November 07, 2023	55.826000
Philippine peso	November 08, 2022	58.501000
Philippine peso	November 08, 2023	56.138000
Philippine peso	November 09, 2022	58.292000
Philippine peso	November 09, 2023	56.031000
Philippine peso	November 10, 2022	58.077000
Philippine peso	November 10, 2023	55.919000
Philippine peso	November 11, 2022	58.125000
Philippine peso	November 13, 2023	55.955000
Philippine peso	November 14, 2022	57.351000
Philippine peso	November 14, 2023	56.050000
Philippine peso	November 15, 2022	57.312000
Philippine peso	November 15, 2023	56.085000
Philippine peso	November 16, 2022	57.349000
Philippine peso	November 16, 2023	55.808000
Philippine peso	November 17, 2022	57.436000
Philippine peso	November 17, 2023	55.864000
Philippine peso	November 18, 2022	57.451000
Philippine peso	November 20, 2023	55.645000
Philippine peso	November 21, 2022	57.347000
Philippine peso	November 21, 2023	55.493000
Philippine peso	November 22, 2022	57.314000
Philippine peso	November 22, 2023	55.371000
Philippine peso	November 23, 2022	57.394000
Philippine peso	November 24, 2023	NA
Philippine peso	November 27, 2023	NA
Philippine peso	November 28, 2022	56.753000
Philippine peso	November 29, 2022	56.796000
Philippine peso	November 30, 2022	NA
Philippine peso	October 02, 2023	56.660000
Philippine peso	October 03, 2022	58.646000
Philippine peso	October 03, 2023	56.728000
Philippine peso	October 04, 2022	58.877000
Philippine peso	October 04, 2023	56.880000
Philippine peso	October 05, 2022	58.856000
Philippine peso	October 05, 2023	56.749000
Philippine peso	October 06, 2022	58.624000
Philippine peso	October 06, 2023	56.632000
Philippine peso	October 07, 2022	58.624000
Philippine peso	October 10, 2023	56.876000
Philippine peso	October 11, 2022	58.994000
Philippine peso	October 11, 2023	56.884000
Philippine peso	October 12, 2022	58.955000
Philippine peso	October 12, 2023	56.745000
Philippine peso	October 13, 2022	58.962000
Philippine peso	October 13, 2023	56.743000
Philippine peso	October 14, 2022	NA
Philippine peso	October 16, 2023	56.821000
Philippine peso	October 17, 2022	58.931000
Philippine peso	October 17, 2023	56.836000
Philippine peso	October 18, 2022	58.993000
Philippine peso	October 18, 2023	56.743000
Philippine peso	October 19, 2022	58.930000
Philippine peso	October 19, 2023	56.738000
Philippine peso	October 20, 2022	58.887000
Philippine peso	October 20, 2023	56.864000
Philippine peso	October 21, 2022	58.986000
Philippine peso	October 23, 2023	56.792000
Philippine peso	October 24, 2022	58.830000
Philippine peso	October 24, 2023	56.821000
Philippine peso	October 25, 2022	58.828000
Philippine peso	October 25, 2023	56.752000
Philippine peso	October 26, 2022	58.824000
Philippine peso	October 26, 2023	56.827000
Philippine peso	October 27, 2022	58.631000
Philippine peso	October 27, 2023	56.955000
Philippine peso	October 28, 2022	58.288000
Philippine peso	October 30, 2023	NA
Philippine peso	October 31, 2022	NA
Philippine peso	October 31, 2023	56.903000
Philippine peso	September 01, 2022	56.171000
Philippine peso	September 01, 2023	NA
Philippine peso	September 02, 2022	NA
Philippine peso	September 05, 2023	56.569000
Philippine peso	September 06, 2022	56.941000
Philippine peso	September 06, 2023	56.788000
Philippine peso	September 07, 2022	56.950000
Philippine peso	September 07, 2023	56.938000
Philippine peso	September 08, 2022	57.216000
Philippine peso	September 08, 2023	56.849000
Philippine peso	September 09, 2022	57.140000
Philippine peso	September 11, 2023	56.659000
Philippine peso	September 12, 2022	56.918000
Philippine peso	September 12, 2023	56.632000
Philippine peso	September 13, 2022	56.935000
Philippine peso	September 13, 2023	56.711000
Philippine peso	September 14, 2022	56.857000
Philippine peso	September 14, 2023	56.673000
Philippine peso	September 15, 2022	57.160000
Philippine peso	September 15, 2023	56.716000
Philippine peso	September 16, 2022	57.073000
Philippine peso	September 18, 2023	56.838000
Philippine peso	September 19, 2022	57.363000
Philippine peso	September 19, 2023	56.827000
Philippine peso	September 20, 2022	57.363000
Philippine peso	September 20, 2023	56.770000
Philippine peso	September 21, 2022	57.420000
Philippine peso	September 21, 2023	56.780000
Philippine peso	September 22, 2022	57.890000
Philippine peso	September 22, 2023	56.908000
Philippine peso	September 23, 2022	58.406000
Philippine peso	September 25, 2023	56.837000
Philippine peso	September 26, 2022	NA
Philippine peso	September 26, 2023	56.781000
Philippine peso	September 27, 2022	58.349000
Philippine peso	September 27, 2023	56.911000
Philippine peso	September 28, 2022	58.904000
Philippine peso	September 28, 2023	56.939000
Philippine peso	September 29, 2022	58.990000
Philippine peso	September 29, 2023	56.961000
Philippine peso	September 30, 2022	58.910000
Czech koruna	April 01, 2022	22.055000
Czech koruna	April 03, 2023	21.571000
Czech koruna	April 04, 2022	22.099000
Czech koruna	April 04, 2023	21.478000
Czech koruna	April 05, 2022	22.191000
Czech koruna	April 05, 2023	21.395000
Czech koruna	April 06, 2022	22.375000
Czech koruna	April 06, 2023	21.450000
Czech koruna	April 07, 2022	22.457000
Czech koruna	April 07, 2023	NA
Czech koruna	April 08, 2022	22.546000
Czech koruna	April 10, 2023	NA
Czech koruna	April 11, 2022	22.417000
Czech koruna	April 11, 2023	21.518000
Czech koruna	April 12, 2022	22.515000
Czech koruna	April 12, 2023	21.439000
Czech koruna	April 13, 2022	22.585000
Czech koruna	April 13, 2023	21.128000
Czech koruna	April 14, 2022	22.451000
Czech koruna	April 14, 2023	21.110000
Czech koruna	April 15, 2022	NA
Czech koruna	April 17, 2023	21.270000
Czech koruna	April 18, 2022	NA
Czech koruna	April 18, 2023	21.312000
Czech koruna	April 19, 2022	22.613000
Czech koruna	April 19, 2023	21.463000
Czech koruna	April 20, 2022	22.546000
Czech koruna	April 20, 2023	21.479000
Czech koruna	April 21, 2022	22.394000
Czech koruna	April 21, 2023	21.448000
Czech koruna	April 22, 2022	22.485000
Czech koruna	April 24, 2023	21.312000
Czech koruna	April 25, 2022	22.725000
Czech koruna	April 25, 2023	21.294000
Czech koruna	April 26, 2022	22.884000
Czech koruna	April 26, 2023	21.287000
Czech koruna	April 27, 2022	23.194000
Czech koruna	April 27, 2023	21.287000
Czech koruna	April 28, 2022	23.393000
Czech koruna	April 28, 2023	21.411000
Czech koruna	April 29, 2022	23.344000
Czech koruna	August 01, 2022	24.072000
Czech koruna	August 01, 2023	21.849000
Czech koruna	August 02, 2022	24.112000
Czech koruna	August 02, 2023	21.809000
Czech koruna	August 03, 2022	24.192000
Czech koruna	August 03, 2023	21.969000
Czech koruna	August 04, 2022	24.226000
Czech koruna	August 04, 2023	22.180000
Czech koruna	August 05, 2022	24.025000
Czech koruna	August 07, 2023	22.074000
Czech koruna	August 08, 2022	24.039000
Czech koruna	August 08, 2023	22.154000
Czech koruna	August 09, 2022	23.969000
Czech koruna	August 09, 2023	22.159000
Czech koruna	August 10, 2022	23.798000
Czech koruna	August 10, 2023	21.990000
Czech koruna	August 11, 2022	23.548000
Czech koruna	August 11, 2023	21.907000
Czech koruna	August 12, 2022	23.706000
Czech koruna	August 14, 2023	21.995000
Czech koruna	August 15, 2022	23.992000
Czech koruna	August 15, 2023	22.094000
Czech koruna	August 16, 2022	24.224000
Czech koruna	August 16, 2023	22.060000
Czech koruna	August 17, 2022	24.167000
Czech koruna	August 17, 2023	22.089000
Czech koruna	August 18, 2022	24.180000
Czech koruna	August 18, 2023	22.121000
Czech koruna	August 19, 2022	24.495000
Czech koruna	August 21, 2023	22.032000
Czech koruna	August 22, 2022	24.649000
Czech koruna	August 22, 2023	22.045000
Czech koruna	August 23, 2022	24.831000
Czech koruna	August 23, 2023	22.327000
Czech koruna	August 24, 2022	24.786000
Czech koruna	August 24, 2023	22.264000
Czech koruna	August 25, 2022	24.725000
Czech koruna	August 25, 2023	22.323000
Czech koruna	August 26, 2022	24.615000
Czech koruna	August 28, 2023	22.338000
Czech koruna	August 29, 2022	24.626000
Czech koruna	August 29, 2023	22.367000
Czech koruna	August 30, 2022	24.498000
Czech koruna	August 30, 2023	22.123000
Czech koruna	August 31, 2022	24.528000
Czech koruna	August 31, 2023	22.130000
Czech koruna	December 01, 2022	23.304000
Czech koruna	December 02, 2022	23.139000
Czech koruna	December 05, 2022	22.998000
Czech koruna	December 06, 2022	23.120000
Czech koruna	December 07, 2022	23.105000
Czech koruna	December 08, 2022	23.127000
Czech koruna	December 09, 2022	23.007000
Czech koruna	December 12, 2022	23.016000
Czech koruna	December 13, 2022	23.030000
Czech koruna	December 14, 2022	22.798000
Czech koruna	December 15, 2022	22.853000
Czech koruna	December 16, 2022	22.846000
Czech koruna	December 19, 2022	22.861000
Czech koruna	December 20, 2022	22.816000
Czech koruna	December 21, 2022	22.766000
Czech koruna	December 22, 2022	22.772000
Czech koruna	December 23, 2022	22.825000
Czech koruna	February 01, 2023	21.797000
Czech koruna	February 02, 2023	21.657000
Czech koruna	February 03, 2023	21.694000
Czech koruna	February 06, 2023	22.126000
Czech koruna	February 07, 2023	22.271000
Czech koruna	February 08, 2023	22.152000
Czech koruna	February 09, 2023	21.997000
Czech koruna	February 10, 2023	22.161000
Czech koruna	February 13, 2023	22.216000
Czech koruna	February 14, 2023	22.079000
Czech koruna	February 15, 2023	22.117000
Czech koruna	February 16, 2023	22.136000
Czech koruna	February 17, 2023	22.318000
Czech koruna	February 21, 2023	22.252000
Czech koruna	February 22, 2023	22.238000
Czech koruna	February 23, 2023	22.309000
Czech koruna	February 24, 2023	22.369000
Czech koruna	February 27, 2023	22.380000
Czech koruna	February 28, 2023	22.123000
Czech koruna	January 03, 2023	22.878000
Czech koruna	January 04, 2023	22.672000
Czech koruna	January 05, 2023	22.676000
Czech koruna	January 06, 2023	22.911000
Czech koruna	January 09, 2023	22.430000
Czech koruna	January 10, 2023	22.368000
Czech koruna	January 11, 2023	22.357000
Czech koruna	January 12, 2023	22.312000
Czech koruna	January 13, 2023	22.206000
Czech koruna	January 17, 2023	22.100000
Czech koruna	January 18, 2023	22.103000
Czech koruna	January 19, 2023	22.120000
Czech koruna	January 20, 2023	22.097000
Czech koruna	January 23, 2023	21.971000
Czech koruna	January 24, 2023	21.987000
Czech koruna	January 25, 2023	21.888000
Czech koruna	January 26, 2023	21.866000
Czech koruna	January 27, 2023	21.929000
Czech koruna	January 30, 2023	21.880000
Czech koruna	January 31, 2023	21.961000
Czech koruna	July 01, 2022	23.747000
Czech koruna	July 05, 2022	NA
Czech koruna	July 05, 2023	NA
Czech koruna	July 06, 2022	NA
Czech koruna	July 06, 2023	NA
Czech koruna	July 07, 2022	24.344000
Czech koruna	July 07, 2023	21.997000
Czech koruna	July 08, 2022	24.224000
Czech koruna	July 10, 2023	21.764000
Czech koruna	July 11, 2022	24.351000
Czech koruna	July 11, 2023	21.703000
Czech koruna	July 12, 2022	24.476000
Czech koruna	July 12, 2023	21.611000
Czech koruna	July 13, 2022	24.244000
Czech koruna	July 13, 2023	21.243000
Czech koruna	July 14, 2022	24.399000
Czech koruna	July 14, 2023	21.192000
Czech koruna	July 15, 2022	NA
Czech koruna	July 17, 2023	21.154000
Czech koruna	July 18, 2022	24.193000
Czech koruna	July 18, 2023	21.178000
Czech koruna	July 19, 2022	23.970000
Czech koruna	July 19, 2023	21.324000
Czech koruna	July 20, 2022	24.012000
Czech koruna	July 20, 2023	21.399000
Czech koruna	July 21, 2022	23.963000
Czech koruna	July 21, 2023	21.618000
Czech koruna	July 22, 2022	24.065000
Czech koruna	July 24, 2023	21.781000
Czech koruna	July 25, 2022	23.962000
Czech koruna	July 25, 2023	21.754000
Czech koruna	July 26, 2022	24.313000
Czech koruna	July 26, 2023	21.747000
Czech koruna	July 27, 2022	24.212000
Czech koruna	July 27, 2023	21.622000
Czech koruna	July 28, 2022	24.296000
Czech koruna	July 28, 2023	21.815000
Czech koruna	July 29, 2022	24.135000
Czech koruna	July 31, 2023	21.695000
Czech koruna	June 01, 2022	23.102000
Czech koruna	June 01, 2023	22.154000
Czech koruna	June 02, 2022	23.095000
Czech koruna	June 02, 2023	21.982000
Czech koruna	June 03, 2022	23.029000
Czech koruna	June 05, 2023	22.049000
Czech koruna	June 06, 2022	23.043000
Czech koruna	June 06, 2023	22.027000
Czech koruna	June 07, 2022	23.202000
Czech koruna	June 07, 2023	22.060000
Czech koruna	June 08, 2022	22.944000
Czech koruna	June 08, 2023	22.005000
Czech koruna	June 09, 2022	22.985000
Czech koruna	June 09, 2023	NA
Czech koruna	June 10, 2022	23.355000
Czech koruna	June 12, 2023	22.066000
Czech koruna	June 13, 2022	23.649000
Czech koruna	June 13, 2023	22.059000
Czech koruna	June 14, 2022	23.689000
Czech koruna	June 14, 2023	22.004000
Czech koruna	June 15, 2022	23.689000
Czech koruna	June 15, 2023	21.930000
Czech koruna	June 16, 2022	NA
Czech koruna	June 16, 2023	21.723000
Czech koruna	June 17, 2022	23.599000
Czech koruna	June 20, 2023	21.715000
Czech koruna	June 21, 2022	23.396000
Czech koruna	June 21, 2023	21.758000
Czech koruna	June 22, 2022	23.484000
Czech koruna	June 22, 2023	21.546000
Czech koruna	June 23, 2022	23.589000
Czech koruna	June 23, 2023	21.734000
Czech koruna	June 24, 2022	23.501000
Czech koruna	June 26, 2023	21.668000
Czech koruna	June 27, 2022	23.392000
Czech koruna	June 27, 2023	21.550000
Czech koruna	June 28, 2022	23.416000
Czech koruna	June 28, 2023	21.668000
Czech koruna	June 29, 2022	23.522000
Czech koruna	June 29, 2023	21.669000
Czech koruna	June 30, 2022	23.821000
Czech koruna	June 30, 2023	21.831000
Czech koruna	March 01, 2023	21.920000
Czech koruna	March 02, 2023	22.145000
Czech koruna	March 03, 2023	22.148000
Czech koruna	March 06, 2023	22.112000
Czech koruna	March 07, 2023	22.031000
Czech koruna	March 08, 2023	22.379000
Czech koruna	March 09, 2023	22.378000
Czech koruna	March 10, 2023	22.325000
Czech koruna	March 13, 2023	22.179000
Czech koruna	March 14, 2023	22.155000
Czech koruna	March 15, 2023	22.696000
Czech koruna	March 16, 2023	22.660000
Czech koruna	March 17, 2023	22.545000
Czech koruna	March 20, 2023	22.380000
Czech koruna	March 21, 2023	22.125000
Czech koruna	March 22, 2023	21.998000
Czech koruna	March 23, 2023	21.748000
Czech koruna	March 24, 2023	22.037000
Czech koruna	March 27, 2023	22.030000
Czech koruna	March 28, 2023	21.827000
Czech koruna	March 29, 2023	21.785000
Czech koruna	March 30, 2023	21.633000
Czech koruna	March 31, 2023	21.598000
Czech koruna	May 01, 2023	NA
Czech koruna	May 02, 2022	23.443000
Czech koruna	May 02, 2023	21.522000
Czech koruna	May 03, 2022	23.357000
Czech koruna	May 03, 2023	21.360000
Czech koruna	May 04, 2022	23.402000
Czech koruna	May 04, 2023	21.171000
Czech koruna	May 05, 2022	23.287000
Czech koruna	May 05, 2023	21.248000
Czech koruna	May 06, 2022	23.336000
Czech koruna	May 08, 2023	NA
Czech koruna	May 09, 2022	23.726000
Czech koruna	May 09, 2023	21.311000
Czech koruna	May 10, 2022	23.697000
Czech koruna	May 10, 2023	21.384000
Czech koruna	May 11, 2022	24.034000
Czech koruna	May 11, 2023	21.491000
Czech koruna	May 12, 2022	23.953000
Czech koruna	May 12, 2023	21.678000
Czech koruna	May 13, 2022	23.825000
Czech koruna	May 15, 2023	21.671000
